Puzzle,Givens,Singles,Hidden Singles,Naked Pairs,Hidden Pairs,Pointing Pairs/Triples,Box/Line Intersections,Guesses,Backtracks,Difficulty
....86....5.2......16.5.7..1..4......2.39..1...3.1.9.........8...9...4..2.58..3.7,25,36,14,4,0,4,1,6,8,Expert,
8..1....7.5........92.6....7....8.96.......7...43....1..5..468.......7...3.9...2.,23,43,14,1,2,4,0,1,0,Expert,
.8.....5...3..41..517........6..5..24..82......96...84.....7.9....21.....9.3..6..,25,46,8,3,1,1,1,2,4,Expert,
...........3.1.8...62..817.9....7..4...2.....7....3..1.96..138...8.9.6...........,23,40,15,1,0,0,1,3,2,Expert,
..2...7..1...6.....5..918....42...5...9..462...3...9..2...3..8.9.......54....639.,26,38,16,1,1,2,1,1,2,Expert,
46.....81..........7.139.6.7.......53.6.1.4.224.....78..........2.746.1.63..5..49,30,44,6,3,0,2,0,1,2,Expert,
..42...7..3....9....6.1..42..81......4.8...69....5.82....5......2.34.....5..8.3.4,26,39,15,1,0,0,0,1,2,Expert,
..39.7..2.8.6.......64......98..463..3......72........4...65.1.....1..9.........3,23,36,21,2,0,0,0,1,10,Expert,
..34891............64...87..4.8.7.1...8...3....5.3.9...8..6..2...1...7.....142...,26,42,12,0,0,1,0,1,2,Expert,
72..5.3.....4.2...5..86......7...1.88....1.53..5...9.24..61.......2.7...37..9.8..,28,41,8,0,1,1,0,4,2,Expert,
...63......21...3..4...9.........6..63..41..29......8..2.........1..2.53..85...1.,23,47,10,1,0,5,0,1,10,Expert,
....4..1..2......95.7.2.4..2.867...4...9...8.1...........8.7....9....25...4......,22,39,16,0,4,4,1,4,4,Expert,
.7..1..3...23.75...6.9.8.7...4...8.....564...7.......2...4.9...1...3...7.9..7..4.,26,42,9,1,0,6,2,4,6,Expert,
3..78.4..9...........31...7...2...8...2.56...15..7..6.89......3.75............6.5,24,48,6,0,1,5,0,3,4,Expert,
..........3.765.8.1..3.9..26...9...37...4...5.546.187.3.......6...253.....8...2..,28,43,9,0,0,0,0,1,0,Expert,
.7.1.9.6.9.3...8.5....6....3.......2.28.3.54..4.....8.2.......413.2.8.56..9...2..,28,46,6,0,0,0,0,1,2,Expert,
27......38.42....6..1...58........7.....59....397..1.....58..9...31.........6...8,24,45,11,0,0,3,0,1,2,Expert,
5.......9..32457..8.......1....2.....128.459....3.9....7.5.6.4.3.1...6.5....7....,27,37,14,0,0,0,0,3,2,Expert,
......917....6......51....448..2......3..45.......6..98.....25....8791...1.2.....,24,50,6,2,2,4,0,1,0,Expert,
..7.1.4.5.....5.7..8...49...345.....82..4...3.156......5...73.......8.1...9.6.8.4,28,38,13,0,2,4,1,2,2,Expert,
2.4...7.6.3.....4.86..4..9...7.68......574......32.5...7..5..14.2.....7.4.3...6.2,29,32,18,1,2,1,1,2,0,Expert,
34.97..5...5.2..1......6..7..4.8..9.1..6...4....4..5..7..3.4....6....2.....7....9,25,46,8,0,0,1,0,2,0,Expert,
.3.....4..4..1..7..59.7.28..2.1.7.3.4...2...8..6.8.1.....836....6.....9...3...5..,27,37,13,3,1,4,1,4,6,Expert,
6..9...23.....24..4......19..8......3..214..8......5..78......4..36.....19...3..7,25,35,20,3,1,2,3,1,2,Expert,
9....27............6..1..536...71..21.82.69.72..93...171..9..3............51....8,28,40,12,0,0,0,0,1,0,Expert,
36.....58..2.8.6....4...1..1..9.8..22.6...9.3..56.24.....495.....3...7...1.....4.,28,42,10,1,0,0,0,1,2,Expert,
..5.98....432....629.........6....753.....684.7...2.......19..2.3..45.....1...5..,26,44,9,2,0,7,0,2,12,Expert,
.4....3.7.6...8.....5...9.6...472............3..61.5.....1..7.393.......6573..82.,26,43,10,1,0,7,1,2,2,Expert,
.2..8.4...48....3....1.......1.42.95..97..3.4..4.96.87...4......97....5..3..7.9..,28,41,10,1,1,0,0,2,2,Expert,
...5.1.........3.4..7.6.85...8.........18..462...49.3..8.9...6..45..21...72......,26,42,12,3,0,2,0,1,2,Expert,
.35.72....8...3........4.823.8..12.4.92...7....6......1....8......2....3...5....6,24,37,17,1,1,7,1,3,4,Expert,
..1..2....2.6...8..4..7...2..53....44.3.2.9.62....61..8...9..7..5...3.4....8..2..,27,46,7,0,1,1,0,1,2,Expert,
.....82.61.6...45.5...........6.........957.37..2.36.8.....983...13.....8...6...4,26,36,17,0,1,2,2,2,2,Expert,
4.5..83.6......1.41....2.7.9..6..4...3..19...8..4..9..2....4.3.......6.16.9..15.2,29,39,11,0,0,1,1,2,6,Expert,
83.49.7...7...5.9...6...........2.856.8...2.452.7...........6...5.1...3...4.87.51,28,38,12,1,1,0,3,3,2,Expert,
.5...48..7..2.8..1............4...868.67.91.417...3............9..3.7..8..26...4.,26,44,10,2,0,0,0,1,0,Expert,
8...6271...5.3.........5.6..79..8..62..6......86..1..2.....9.3...2.7....7...8324.,28,46,6,2,1,0,0,1,0,Expert,
9....36.7..3..2..42..47.....4.68.3....7..1....8......51.......3.39.1......62..4.1,27,45,8,0,0,1,0,1,0,Expert,
3...7..865.6...7...7...6.1...7.9....9..7.3..2....6.3...6.5...7...8...2.129..3...4,28,45,6,0,1,2,0,2,2,Expert,
71..3..64...5.4.......6........5....13.4.9.86..93.62..24.....73..7...9...9..8..5.,28,44,7,2,0,2,0,2,10,Expert,
..5.73.....49.....2.....47..5..4.26....6..847.6..2.15.3.....78...71.......1.87...,28,40,12,1,1,3,1,1,0,Expert,
...94....8.2.1.53.4..2..69...8..6....56...34....3..2...24..1..3.31.9.8.6....32...,30,30,16,1,0,2,0,5,2,Expert,
...21....6......97..8..9...28...7.5.3..4.5..6.4.3...71...9..6..87......2....21...,26,32,21,4,1,1,3,2,2,Expert,
..39.2..5..4.73...........6..1..9.8.5...4...9.7.2..3..3...........32.1..9..8.12..,25,37,17,1,0,2,1,2,2,Expert,
3.7.8.......2.9..6....3.....8....6.37....4.2..1.8........9.....2...45.9......3.71,23,43,14,1,0,0,0,1,2,Expert,
2..5..8..86..7.........16.4.9.4..7..5.......2..2..8.5.4.53.........6..15..7..5..9,26,42,11,4,2,3,0,2,0,Expert,
.9..7.1..3...5..2.1.28....9.3...9.5.4.......3.2.1...4.2....65.7.7..1...4..5.4..6.,28,38,13,1,0,1,1,2,2,Expert,
8....6.9.3.6....5...23....1.7.........87.5..4..4.62.83...1...69.....4.......3.8..,25,43,12,0,1,1,1,1,0,Expert,
.7.4...1.....2.7.3..68....44...5.......6...5.....4.389.57....9..3....6......9...2,24,52,4,0,0,0,1,1,2,Expert,
8.35.7..6.6.....5...16..8.42..9.13.5....8....6.83.5..23.6..95...8.....2.1..2.46.8,33,28,19,3,0,0,0,1,2,Expert,
14..5.....9.67.....3...1..8..8.....1..95...42...4.9...3..2..87....8............64,24,43,12,3,1,1,2,2,2,Expert,
46....9.....3....5..1..9274.1..7....62.....83....3..1.1827..4..9....1.....7....58,28,47,5,0,0,0,0,1,0,Expert,
..9.5.6..71..43.9.........1.9...524....3.4....249...5.3.........4.73..65..2.6.8..,28,45,6,2,2,4,1,2,4,Expert,
.5...2..1..6......98317.....7......94..6.8..35......8.....91352......4..2..8...6.,26,49,5,2,1,4,0,1,2,Expert,
...5.8.....5.6.1..4...9...358.6.2.19..........2..5..4...........5.427.9...41.63..,26,32,21,1,0,0,0,2,2,Expert,
.....1.2...4.....99....6.5...69....8..........2..3..7.45..8..9..1......43....58..,22,44,14,0,1,3,2,1,0,Expert,
..3...6...9..6..5.6..2.4..18.2...9.4..47821.............14.52......9.......1.3...,25,42,12,1,2,3,1,2,2,Expert,
.64...5......4...1..21...3..4.3...65....5.....3.2...17..67...2.....8...4.97...6..,25,35,20,1,1,2,1,1,6,Expert,
7...1..8.48.6...2..1....3.......2...245..........8.5..32.85...9....6..3....49....,24,36,19,2,0,3,0,2,2,Expert,
.5..3..1..2.9.5.6....1.4...74.8.3.25..6...7......9....6.......35.......7.8.2.7.4.,26,36,18,0,1,2,1,1,2,Expert,
8.9.6.....7...3...3..81.2.6.......499.41..6.........124..98.7.1.9...2...6.8.5....,28,42,8,4,0,2,0,3,4,Expert,
57..............7.....2.93..47.3.2.......2..7.2.9.8.434..6.....6.....8...91.8..2.,25,35,19,0,1,1,0,2,2,Expert,
..........64.5231..753..49..3..4.5...9.6.7.4...1.9..6..59..367..1746.92..........,32,34,14,1,0,0,0,1,0,Expert,
.4...2......8..1.9..8.5.7...93..5.6...........5...6..4.2...98.1.....14.5.87......,24,39,15,1,2,6,0,3,2,Expert,
...64..8...6...51.8..2...3...5..6......932......5..7...6...1..5.28...4...4..63...,25,45,10,0,2,2,0,1,0,Expert,
..3.9..1......4....2.1..5....5....493...1.....4....7..7..5..1...1.2.8..4..6.....8,23,42,13,2,1,0,0,3,4,Expert,
..7.5..1......38..9......7.39....4..1.582....78....2..2......5......63....1.9..2.,24,41,15,1,1,3,1,1,2,Expert,
.7.2....1..6.7...5..1....93...64......3.....7......84...4.2..36.2.15.......7..2..,24,42,14,4,0,1,0,1,0,Expert,
..594.7.....5....4.2.1.........1..4.6.72...5.......6...5..9....8....64...1375..2.,25,48,7,2,2,1,1,1,6,Expert,
16.8.2.....9...6....867...1..5..8.....7.6.5.....9..8..7...954....1...2.....4.1.68,27,44,9,0,0,0,0,1,2,Expert,
......6.7.4....591..6..94..5.17............38....6...........5.91...42..7.2..3...,23,36,21,2,1,0,0,1,0,Expert,
.3..9..7.7.5.1...9..9..746...16.3...28.....96...2.91...984..6..4...3.9.2.2..6..8.,32,33,13,0,0,2,0,3,0,Expert,
......8..1.2..9..4....53....8.2....1........6.....827.8...3.....1.4...2545..7....,23,39,18,1,0,2,0,1,2,Expert,
9...5...2.7..4..3...4.6.5..3.......4...5.4....6.273.9.69.....73.........25..1..68,27,36,17,3,0,2,0,1,2,Expert,
..45.72......3..5.3....8....2....76..46.2.3...3....81.1....6.......9..7...93.45..,26,39,15,2,0,1,0,1,0,Expert,
..2.1....3.7...91..6.7...2.7..3..8....61.9.7.2..4..5...7.9...5.6.9...14...8.4....,28,40,11,5,0,1,0,2,0,Expert,
.17...3....3.21...9......1...483...6...7...2...921...87......8...5.48....41...9..,26,35,18,0,0,3,0,2,2,Expert,
9.24....1...8.7......52...4.1....932..6...7..543....1.3...96......7.5...7....14.6,28,48,4,0,0,0,0,1,2,Expert,
..2.5...8...3...7.6....93.44..97......8..2.4.9..68....8....31.5...2...8...4.9...3,27,39,12,1,0,0,0,3,8,Expert,
..92...7.1...4.85.83..5...27....9...46537...................72..5...2...9....7..3,25,41,14,1,0,0,0,1,0,Expert,
....4.........7..3..1....86..8.1...2..6...3.4.4.692.185........8732....1.......37,26,41,11,2,4,4,1,3,2,Expert,
.6......9.27..5...4...2..7...4..9.5....63.2.4..1..2.9.8...5..1..93..7....7......2,26,37,17,0,0,0,0,1,0,Expert,
84.7.219...9......2....9...3..9...2...4..89535..1...8.9....4.....8......41.8.527.,29,38,13,0,1,1,0,1,0,Expert,
......27...278..6..8...45....41.....3.......9.....37....68...9..9..218...41......,24,35,17,4,1,2,0,5,2,Expert,
.........1.3.5.8.95..9.6..7.1.....5.8.......3.4.6.3.2.4.......2....9......21673..,25,35,20,0,0,0,0,1,0,Expert,
.4....8...35.....91..2...3...241...63...5.4....489...16..9...4..91.....8.5....9..,27,41,11,0,4,3,1,2,0,Expert,
4..7......2.....81.1....9.7..1...329.....3......4.28..3.61.7......54...6.8..6....,25,41,13,1,0,1,1,2,2,Expert,
5..8....7..73.6.......71.5..41....93..2...5..36....24..8.56.......4.87..2....3..5,28,41,11,0,0,3,0,1,0,Expert,
....9.5.4.74.....6.......1...34....17..1.3..92....53...5.......3.....27.4.8.6....,24,38,17,1,0,6,0,2,2,Expert,
..93281......9....2.......681.....32..6...7..3.4...9.8.42...81.....4....5.8.1.6.9,28,34,18,2,0,1,0,1,0,Expert,
...6.79....9.3.2..4.......5.83..1..6.4.9..8...51..4..23.......8..5.7.1.....3.96..,27,34,17,0,0,3,0,3,2,Expert,
.......57..82.43.9...6..42....5..98....497....56..3....83..6...4.78.56..62.......,29,45,6,2,0,2,0,1,2,Expert,
4.813...2.5.....4....5....7...2.94.66...5...83.96.8...2....1....7.....9.9...258.4,29,42,9,0,0,0,0,1,0,Expert,
..134875.......8.3..3..9...9.6.3.2...2...49.13.8.7.5....2..1.........1.8..489362.,32,43,5,0,0,0,1,1,0,Expert,
4.15.7....9...1.......2.9....3.....91..2.3..5..5.....7....4.6...8...6...3.21.5...,24,39,17,2,0,1,1,1,2,Expert,
7...9.6....14.7.5..92.......7.3....992..4..758....9.1.......26..6.7.35....9.5...3,29,35,16,2,0,0,3,1,0,Expert,
.3......4...3.17.....6...955...1..6.8..5.6..7.6..7...995...7.....21.8...3......5.,26,35,18,0,1,2,0,2,2,Expert,
68.9.7.......2..........1.75.2..4.3...8.....9.6.71...2.9.56.......4...21..3.7....,25,41,14,2,0,0,0,1,2,Expert,
2......4..7.5.4.....6.2...3.32....5.75...8..6.68....9...4.3...8.2.7.9...5......1.,26,41,13,0,0,1,1,1,2,Expert,
.2..9..7..9......58.57..13....4..5..4.82.13.6..2..8....89..74.31......5..5..4..2.,30,38,12,1,0,1,0,1,2,Expert,
..8.7.....3....84...1..3.6....1.74.2....54....9.....155.3...........27.3.4.8.....,24,41,14,1,0,1,1,2,2,Expert,
.....75..592....4...18..2...1.9.54......7......53.8.6...8..46...6....195..95.....,27,37,14,1,0,4,1,3,6,Expert,
7..4..5.2.4....13...6.1.....7...384.9......7....5......39...26..12.....88.....3..,25,49,6,1,0,0,1,1,0,Expert,
..25....15....7.8..9..8.4.5..9.7.5...6.4...2...5.2.8...3..1.6.26....3.9...16....3,29,41,10,1,0,2,0,1,0,Expert,
.8..3...5...5.2.645....49....52...9.23.....48.9...87....98....662.9.3...3...6..8.,30,32,18,0,0,0,0,1,2,Expert,
....3....2..4.8....3.57.1..18..5.3.9..97....252..1.6.4.7.36.2..6..8.5.......2....,29,41,9,0,1,1,0,2,0,Expert,
....8...9..6..4..81.2.9..6..5.......7.132......3...9.....4...26....3.8...69.1.4..,25,42,12,3,0,2,0,2,2,Expert,
..7.5.639.......7..2...38..9...3.186.........862.9...7..56...1..9.......136.4.2..,28,33,19,0,0,0,0,1,2,Expert,
9.......2..6.5.1...152.876....1.4....7.536.9.....2....8.......1..2...4..7.9...5.6,27,42,9,2,1,2,3,3,4,Expert,
......32..523...47..96......7.5...9.5...8...4.8...6.5......97..12...346..67......,27,38,15,0,0,3,1,1,0,Expert,
7.58.2..1...........2.3.45....48..35.21....4....25..17..4.2.56..........8.39.4..2,29,42,8,1,2,3,0,2,4,Expert,
..46....8.96.....5.1...7.3....1.982.....6.....785.3....8.9...5.1.....78.4....26..,27,46,6,5,0,1,0,2,2,Expert,
.98.1.26...5...7..267...184....5.....7.....2...26.34....6...8..5..4.1..2...928...,29,36,15,0,0,1,0,1,2,Expert,
..16.34..3...9...1..94.82...5.7.4.3.6.......7..........7.9.1.4.1.6...9.2....8....,26,43,11,1,1,2,0,1,2,Expert,
.371..5......2...62.95..3.1......9.4.4..3..6.7.3......3.8..26.75...6......2..315.,29,34,17,0,1,1,0,1,2,Expert,
...6.2..3..93.....635..9.4.......369.93.5...4......857824..1.3...15........4.8..1,30,39,10,1,0,2,0,2,0,Expert,
......2.1..7..2..4.......5...2..4.39......5..3..1.8.6.....2.3..5.47......1.5.98..,24,40,13,0,0,2,0,4,2,Expert,
...9....2...2..3....836..1...64......43.....7....92.......7..6.6..1..48..89....71,25,34,21,3,0,1,2,1,2,Expert,
...56.....83.2..9.7.9..8...6..9...12.5........97...5.6.......25.7.8.....1......3.,24,35,21,1,0,3,0,1,0,Expert,
.4..6....7....5.9...9...3..6.7.3...4......72.3.5.2...8..1...4..8....7.6..3..9....,24,40,16,0,0,0,0,1,0,Expert,
..7.....5.2...73..4..6....9.4.918.....3....8..1....2..1....47...3..5......23.9...,24,35,20,4,0,1,0,2,2,Expert,
...6..3.267....9..1...8..6...9.2.6..7..9.1..8..5.3.4...4..6...9..1....433.7..5...,28,38,13,2,0,1,0,2,0,Expert,
...7.6.....5...2..79.2...13.5.18..6...6........3.92..4.6....5.7.3....1.9.....3...,25,39,15,0,1,1,1,2,4,Expert,
.9.4....51...75.9......96..5.6.....1.8...4.579.2.....8.....75..6...81.7..5.9....6,28,33,19,0,0,0,0,1,0,Expert,
2..4..1.3..82..9..45.....2.....4..62...1.3...92..6.....9.....41..2..48..5.4..9..6,28,34,16,2,0,4,0,3,2,Expert,
.8..9........8.796..36....2..9...23....9.6....14...6..9....45..852.1........3..1.,26,35,19,1,0,0,0,1,2,Expert,
..318...9..9.4......4..68..8....53...9.6....5....9..2...1....6.5....1...62.....8.,24,37,18,2,0,1,0,2,4,Expert,
8.7....2..1...8.....421...87.5.6....6..1.5..7....9.6.32...369.....9...1..5....7.6,28,37,14,1,2,3,0,2,0,Expert,
8..15.....3.......9.4..3.....2..63.1.4.......3....48........2..1...9...6...71..98,23,49,7,1,2,6,2,2,2,Expert,
.72..46.....6..479.....1.......1...3.53.4.98.8...5.......1.....185..7.....72..13.,27,45,8,0,1,2,0,1,2,Expert,
6.......3..1.4.6..9..2.6..8..7.6.1.....8.1.....24.95...9..1..6....6.5....3.....2.,25,46,7,1,1,5,1,3,4,Expert,
..9...7..47..8.6.1.....2.34...5.7..2.5.....7.8...3.....3...5.6.1..3...5...64.....,25,45,10,1,0,1,0,1,0,Expert,
.6.....1..248.7...5..4........98..579.......171..65........3..4...7.918..5.....2.,26,38,14,4,1,3,0,3,2,Expert,
..2..74.3....64.....7...61.8....5.3.3...9...2.7.4....6.16...3.....24....4.35..7..,27,34,17,0,1,2,1,3,0,Expert,
62.45.1.8...8..75............12.4....3..8.2.9..53.6...............6..38.84.72.9.6,28,43,8,1,0,2,0,2,2,Expert,
..7.......6.7.851...9.61.4.4.........1.2.3.8.........5.7.35.1...821.7.5.......3..,26,43,11,0,0,0,0,1,2,Expert,
....2..36.9...5...3..7..8...43.5..2.8.......5.79.8..4.4..5..1...6...1.......3..64,26,43,11,1,0,2,1,1,6,Expert,
...3..74....175....53..........1.427....2.........7.3694..3....1..9.2....78...5..,25,42,13,1,0,0,0,1,0,Expert,
.....2..4..1..5...7.8...2..5..3...8...3.58.292..6...5.1.5...8....6..4........3..6,25,43,12,0,0,1,0,1,2,Expert,
...4...65....654.85...1.3...2.....9.1.7.9.5.2.9.....4...4.7...36.198....27...1...,29,33,17,3,0,1,0,2,0,Expert,
.4.....1..67.5.....918.742........89...932.7........61.546.819..32.1.....1.....5.,30,45,5,0,0,1,0,1,0,Expert,
.7.4...6......2..91.....84...79....6...6...82.46.7.....6.....1.8...1......5..7...,23,26,30,0,0,1,1,2,4,Expert,
...4..13......5..96.37.2....529......8.3.4....9....5....8..3..6.......8.....769..,24,32,23,2,0,1,0,2,2,Expert,
6..5....2..5.2.1...2.7...6.......3.8.3..6..5.7.9.......5...4.8...8.9.7..1....6..9,25,35,20,1,0,5,0,1,2,Expert,
..2.5.4.......918..............9..7..7...3.5...5.4.63..5........813....262.7...4.,24,46,9,4,1,2,1,2,4,Expert,
3....5.2..95....7.........6.7.34..1...3..9....52.714.......6......89....6.921...7,26,43,10,2,0,0,0,2,2,Expert,
...795.....3...8...6..3..9..1.9.3.2.7..1.4..94...7...31...8...66..2.7..8..9...2..,28,37,15,3,0,3,0,1,0,Expert,
..2.1....9.15....243............7...568...4.9..7...6.8...3.41......8.2..8....9..3,25,42,11,1,2,3,4,3,0,Expert,
.9.61..3.2.3.48.16........886.....9...9.8...575.....2.........21.7.35.89.3.89..7.,31,38,9,0,0,1,0,3,2,Expert,
...276...2.......4.6738492..86.4.39..........9..8.5..6.43...57.....6....72.....81,30,36,14,0,0,0,0,1,0,Expert,
...2...91.78..9....1..85.6...6.........5...1..379..2....1.....8..21.79.5.5.....2.,26,37,13,2,1,4,1,5,24,Expert,
.2.4..93...62..5.7.7..3....7....2...3.256....1....3....1..8......31..2.9.4.6..18.,28,41,11,4,1,3,1,1,0,Expert,
..41.25...1.5.4.9.....6........1......24.83...8.2.6.4.3.......4..8...7..7.98.56.3,28,38,14,1,1,0,0,1,0,Expert,
...9638.78...7....3..2...9..5..2....9..5..38..4..9....4..8...7.2...5.......4326.1,28,38,13,3,0,0,0,2,2,Expert,
........4....9..5.7..6.5.8...8....3..6...1...1..27.....4.3....6.2...69.15......4.,23,38,19,1,1,0,0,1,2,Expert,
85...1.4......6..91...2..872.3......5.......6.1..97..5..4...........3.1..8.7...3.,24,44,12,0,0,0,1,1,2,Expert,
.4.3..6..817.......6.....91..2...........153....4..1...........4..9..8.239.72..5.,24,42,14,2,0,1,0,1,0,Expert,
...5....9.9.8.3...5.8..6....75.1.8....3.2.7....4.3.29....1..9.6...3.2.1.1....9...,27,40,11,1,0,0,1,3,2,Expert,
95..1..367.4...9.8...9.2...4.......2.3.168.5....4.5...6..579..4..........4.2.6.7.,29,47,4,2,1,0,0,1,2,Expert,
...5...981...83....74.6....3......7...2.4.6.5.6....3..73.12.........6.......5..8.,24,42,13,2,0,0,0,2,0,Expert,
15.....42..9..7.1..3.5....83..92.....1.....5.9.....2.........9.4.18....62.3..61..,26,35,17,1,1,1,1,3,2,Expert,
3......6..4.87.3..6..5..7.........7656.1..9.8....2..3...1.8...2.8.........3......,23,35,22,0,0,5,0,1,0,Expert,
..562..7.6...7.9...7..38..4..9.....5561...2874.....1..8..24..1...4.6...8.5..837..,32,39,9,2,0,1,0,1,0,Expert,
..32.49......5.....92...76.3.......8.6.....5..2.1.3.4....5.8...6..719..37.......9,26,41,13,0,0,0,1,1,0,Expert,
.7.58.6...3.1...9..9.........5.1...7......3....9..28....6.9...8.217...4....4.8...,24,38,16,4,0,4,1,3,2,Expert,
.5..9...8...648.3.........1.86..59..32..7..15..71..38.4.........1.426...7...1..2.,29,35,16,2,0,0,0,1,2,Expert,
.......4.....8..53.3.7.1.98....24.8.9.......7.8.67....81.5.9.7.45..6.....7.......,26,49,5,0,1,2,1,1,0,Expert,
...5......6..1.43.....476.1.....53..7.2.9.1.5..48.....6.347.....81.5..4......2...,27,36,16,0,0,0,1,2,2,Expert,
...15....2......631.7.2.4...7..34..1.1.5..9..5....8.2.........2....96.....83..7..,25,36,19,1,1,1,1,1,0,Expert,
86.5..4.9....3...63.4..95....7.....5.2..8..4.5.....3....98..7.32...9....7.5..6.94,29,29,21,1,0,1,1,2,16,Expert,
.....6...2.....9.5..83.7.....4.....89...42.6......81..4..7..3....1.23...5.......1,23,42,12,3,4,6,1,4,6,Expert,
76..1......139.2....9..61...1....8.2...8.7...9.8....3...51..7....3.596......8..49,28,36,15,0,1,1,1,2,0,Expert,
1.......2...936...7.6.1.3.5.2..8..7............84.51...5.....9.8.7...2.49..3.8..6,27,39,11,1,2,2,0,4,6,Expert,
.2..69......1...9......7.633..9.42......7......93.2..816.5......4...8......74..1.,25,47,8,1,1,5,0,1,0,Expert,
..16..3......8...56..9..4.13..4..189....3......4...7.......8..7.7.29.....19.54.2.,27,46,7,0,1,0,0,1,0,Expert,
4....6..8.......7..62..5..3.2.57.9....49.2.8...1.4..5...7...3.2.5.....1.6.3......,26,37,17,1,0,2,0,1,2,Expert,
...6.4....92...45.7...5...2.6.7.2.8.....3......58.19....8...2....7.9.1..62.....47,27,35,17,3,0,2,0,2,2,Expert,
1....7.....5..9.1..8.4.....87.62.5..9..1...3.....38..2.........71.....4.4...6.7.5,25,39,16,0,0,0,0,1,2,Expert,
.2.34.6.7.7.....9....1.9...2.7.....3..58..74.6.1.....9...9.4....1.....6..6.71.5.4,28,35,17,3,0,1,0,1,2,Expert,
....3....62.....31.9.6.1.4.............2.7....19...52...8.6.9..9...5...843.....57,25,44,11,0,0,1,1,1,2,Expert,
.....6...7......388..9..........79....56..2..2.3.4..6..12....7....7........5.96.4,23,39,18,0,0,2,1,1,2,Expert,
61..7...32.........9.3.56.2......21.9...8...6.31......4.26.7.8.........51...5..69,27,35,17,0,0,2,1,2,0,Expert,
..2....7.8....1.9....5....17...358...45.9.62...862...74....2....5.9....2.8....1..,27,34,19,0,0,1,0,1,2,Expert,
2..8.5..1...716.....7...4.....1.3...5.......8.9..7..4...5...2...6.....8.4.8.6.7.5,25,42,12,1,0,0,0,2,4,Expert,
3.6.5.8.4..2.....7..43...2...32........836........91...7...32..6.....7..2.8.1.4.9,27,34,17,1,0,2,0,3,4,Expert,
..7..96..3..8...74...1.....2.6......84..5..97......4.2.....3...72...8..3..57..1..,25,44,11,0,0,1,0,1,2,Expert,
.......9..7..564.34.3.8.1...1.94.7.......85..8.7.....9.....2...72.13......9......,25,40,15,0,0,2,0,1,6,Expert,
.9..431...7..9...2.8.6...5..4...532...........639...7..5...6.3.6...5..4...437..9.,28,33,18,3,0,2,0,2,2,Expert,
..4...9...86...42.5.21.48.7.279.514..5.....9...3.8.2...7.....1....5.8......271...,30,38,12,4,0,1,0,1,0,Expert,
..36..4..9....8..7.6....12...9.138.....4.97..32........7......4....6.28...8..1...,25,43,11,2,1,3,0,2,6,Expert,
..32..5..6...5.87.7..3...21.....71......2......79.....81...6..9.32.9...6..6..24..,27,39,14,1,0,2,0,1,2,Expert,
47.6.5.92...8.4...3...2...41.57692.8.9.....5.7...5...9.........5..372..6..1...4..,30,41,9,0,1,6,0,1,0,Expert,
2.4.3....3......5..586....41....867...9..6.2.6....384..317....84......9.8.6.5....,29,42,9,1,1,2,0,1,2,Expert,
.9481.....5...948...8..4....2....37.....6.....79....6....3..8...629...5.....8192.,27,46,7,2,1,0,1,1,0,Expert,
.....81........9.4.4..95.7382..46.....7...4.....38..9698.52..3.3.5........21.....,28,34,18,0,0,0,0,1,2,Expert,
2...4...1.9.....4...67128...........9...2...85..6.7..3..98.37..7.......4.21...93.,27,33,17,2,0,0,1,4,2,Expert,
..9...5.7....3..2.6..97..4.......6.48..516..37.6.......3..87..6.6..5....9.5...7..,27,28,25,0,0,0,0,1,2,Expert,
..2.1.4...4.....8.8...9...2..3...1..9..2.7..47.4.8.9.5...5.2...6.......8.7..6..5.,26,43,10,0,0,5,0,2,8,Expert,
....5..1.2..8..9..31..2.5784.23..15.....1.....31..62.7893.6..41..5..8..9.2..9....,33,34,11,2,0,1,0,3,8,Expert,
8...9...1....8.......673...6.......339.1.8.24.8.5.4.7...3...9..1.8...3.2.2.3.7.5.,29,40,10,2,0,0,0,2,2,Expert,
51...4.....7..56.3.4...3.2.2.954....7...............69....6...2.....739...1.....8,24,46,9,1,0,3,1,2,2,Expert,
.....28....3.6....24..9.6....4....5.7...459........2.8...1..72.5.....4...92..4..3,25,39,15,1,0,3,0,2,10,Expert,
..83..9...2...4.5.794......83.4...9...5.6.1...4...3.87......235.8.1...6...9..28..,29,40,11,0,0,0,0,1,0,Expert,
.9.8..2......56..35..7.2....59...1.6.6..1..8.1.7...35....3.7..47..46......3..9.2.,29,42,9,2,0,2,1,1,6,Expert,
63......4....79..8.......5.......613.47..2.....5.1....42..3..95.1...7......2..3..,24,41,14,0,0,0,0,2,2,Expert,
..3496......8.74...2......627.6.8.933...5...119.2.3.645......4...73.2......7653..,33,40,6,0,0,1,1,2,2,Expert,
...7...2.61....35...2.3.....6.3.7...5.4.12.9..8.9.4.....6.7....15....48....2...6.,27,44,9,2,0,0,0,1,2,Expert,
.2.......6...39..5.3.2.....7...............38.1...569...78...56..24..3....36.1.4.,25,42,13,1,0,2,0,1,0,Expert,
2..3...8.....1..9....8621...3..2...9..1...5..7...5..1...8547....9..3.....2...6..4,26,42,11,2,1,0,1,2,2,Expert,
56...7.2..27..96.5....5...8.9.....5.3...6.4...1.....3.....2...3.32..61.718...4.6.,29,46,5,0,1,1,0,1,0,Expert,
